@RELATION MNIST_038_database

@ATTRIBUTE mean NUMERIC
@ATTRIBUTE var NUMERIC
@ATTRIBUTE proy_0-3 NUMERIC
@ATTRIBUTE proy_8-3 NUMERIC
@ATTRIBUTE proy_0-8 NUMERIC
@ATTRIBUTE class {cero,tres,ocho}

@DATA
0.235,0.159,40.951,1.155,39.796,cero
0.192,0.130,37.939,2.501,35.438,cero
0.248,0.165,34.969,4.323,30.646,cero
0.216,0.148,40.205,1.988,38.217,cero
0.138,0.095,28.316,1.970,26.347,cero
0.263,0.171,41.393,1.473,39.921,cero
0.111,0.076,16.908,-2.193,19.102,cero
0.288,0.183,43.616,1.481,42.136,cero
0.234,0.157,44.584,5.703,38.881,cero
0.215,0.146,33.015,5.496,27.518,cero
0.116,0.084,-0.356,5.075,-5.431,cero
0.201,0.139,30.444,4.547,25.898,cero
0.290,0.183,45.350,3.565,41.785,cero
0.222,0.151,46.515,8.403,38.112,cero
0.239,0.161,46.064,6.768,39.297,cero
0.203,0.141,43.385,8.874,34.511,cero
0.228,0.154,38.118,2.888,35.231,cero
0.178,0.121,25.953,-1.010,26.963,cero
0.239,0.159,39.816,2.375,37.442,cero
0.206,0.143,35.233,7.027,28.206,cero
0.204,0.143,25.589,7.254,18.335,cero
0.142,0.100,19.629,3.105,16.524,cero
0.225,0.153,34.458,3.597,30.860,cero
0.182,0.130,11.793,8.138,3.655,cero
0.115,0.082,16.764,3.155,13.610,cero
0.128,0.088,25.879,1.677,24.202,cero
0.155,0.105,26.740,1.062,25.677,cero
0.148,0.110,19.280,-1.273,20.553,cero
0.116,0.081,13.476,5.916,7.560,cero
0.224,0.152,34.167,8.690,25.477,cero
0.133,0.095,25.255,1.898,23.358,cero
0.148,0.102,26.859,0.552,26.308,cero
0.185,0.132,16.613,7.973,8.640,cero
0.141,0.100,23.187,5.687,17.500,cero
0.194,0.136,23.378,4.657,18.721,cero
0.207,0.144,27.630,2.161,25.468,cero
0.201,0.140,29.073,4.438,24.635,cero
0.205,0.143,24.985,8.071,16.914,cero
0.195,0.133,31.070,1.676,29.395,cero
0.167,0.116,28.532,4.562,23.970,cero
0.126,0.084,9.276,-4.597,13.872,cero
0.214,0.148,26.373,5.189,21.184,cero
0.168,0.118,30.150,-0.420,30.570,cero
0.099,0.068,14.086,-0.790,14.876,cero
0.153,0.105,27.282,1.140,26.141,cero
0.180,0.121,20.890,0.494,20.395,cero
0.149,0.105,12.077,-2.209,14.286,cero
0.143,0.103,18.451,-0.970,19.421,cero
0.111,0.073,14.920,2.532,12.389,cero
0.085,0.060,18.708,3.171,15.537,cero
0.189,0.137,29.259,4.129,25.130,cero
0.208,0.140,33.831,-0.834,34.665,cero
0.182,0.131,14.714,3.461,11.254,cero
0.187,0.129,31.332,2.084,29.248,cero
0.211,0.144,39.414,2.636,36.778,cero
0.216,0.146,38.302,3.130,35.173,cero
0.185,0.131,36.049,2.428,33.621,cero
0.208,0.147,27.939,-2.318,30.257,cero
0.205,0.139,37.658,1.953,35.706,cero
0.200,0.139,40.629,3.865,36.764,cero
0.176,0.123,27.907,-0.294,28.201,cero
0.160,0.114,20.483,4.459,16.023,cero
0.154,0.110,21.972,4.511,17.461,cero
0.116,0.085,19.428,2.676,16.752,cero
0.127,0.090,15.728,1.684,14.043,cero
0.177,0.125,23.665,3.046,20.619,cero
0.138,0.097,17.147,1.236,15.911,cero
0.171,0.120,23.581,6.977,16.603,cero
0.214,0.143,34.446,0.639,33.807,cero
0.177,0.121,26.679,0.778,25.901,cero
0.075,0.050,16.256,5.236,11.020,cero
0.099,0.067,14.348,0.918,13.430,cero
0.113,0.078,12.704,0.293,12.411,cero
0.102,0.071,13.080,2.521,10.559,cero
0.111,0.083,19.403,1.248,18.155,cero
0.156,0.106,26.547,3.385,23.162,cero
0.126,0.085,28.114,3.740,24.375,cero
0.127,0.094,14.234,3.066,11.168,cero
0.232,0.159,32.109,7.146,24.963,cero
0.132,0.090,12.554,0.605,11.949,cero
0.155,0.107,23.269,0.031,23.238,cero
0.113,0.080,3.561,1.882,1.678,cero
0.099,0.068,12.142,-0.333,12.475,cero
0.113,0.080,7.776,1.590,6.186,cero
0.112,0.077,20.709,0.166,20.543,cero
0.242,0.162,44.015,9.413,34.602,cero
0.240,0.164,38.622,3.216,35.406,cero
0.192,0.132,32.879,3.195,29.684,cero
0.243,0.160,32.717,6.011,26.706,cero
0.197,0.133,35.369,9.390,25.979,cero
0.154,0.112,30.661,1.606,29.055,cero
0.202,0.132,32.737,8.321,24.416,cero
0.112,0.077,16.950,-0.134,17.084,cero
0.158,0.116,22.935,-1.474,24.410,cero
0.274,0.173,30.907,3.336,27.571,cero
0.263,0.170,43.033,4.144,38.889,cero
0.253,0.168,22.373,5.669,16.703,cero
0.162,0.113,19.367,4.536,14.830,cero
0.263,0.173,29.450,12.222,17.228,cero
0.238,0.156,24.707,8.851,15.856,cero
0.237,0.158,35.488,5.140,30.348,cero
0.185,0.129,10.215,-0.108,10.323,cero
0.223,0.151,28.501,2.252,26.250,cero
0.151,0.107,18.052,0.326,17.727,cero
0.148,0.105,23.663,4.058,19.605,cero
0.179,0.123,34.707,1.987,32.720,cero
0.193,0.131,31.027,2.952,28.075,cero
0.162,0.113,33.313,3.811,29.501,cero
0.240,0.157,37.046,-0.433,37.479,cero
0.129,0.088,13.460,-2.894,16.354,cero
0.177,0.121,16.094,-5.279,21.373,cero
0.158,0.109,25.445,2.692,22.753,cero
0.152,0.105,26.709,4.712,21.997,cero
0.113,0.081,24.109,3.649,20.461,cero
0.133,0.095,13.611,-0.508,14.119,cero
0.188,0.134,21.506,1.197,20.308,cero
0.140,0.099,22.356,2.089,20.268,cero
0.126,0.088,15.242,2.310,12.932,cero
0.177,0.120,31.025,1.707,29.318,cero
0.132,0.093,15.927,-3.746,19.674,cero
0.172,0.118,31.468,2.094,29.374,cero
0.185,0.129,37.233,3.700,33.533,cero
0.159,0.112,28.373,0.686,27.688,cero
0.165,0.116,18.782,4.410,14.371,cero
0.177,0.116,20.737,3.339,17.398,cero
0.135,0.096,3.688,1.582,2.105,cero
0.102,0.073,1.042,3.956,-2.913,cero
0.132,0.089,16.300,2.766,13.533,cero
0.223,0.151,40.231,8.171,32.060,cero
0.125,0.085,14.347,3.633,10.714,cero
0.101,0.068,2.451,0.594,1.857,cero
0.273,0.173,42.386,2.676,39.710,cero
0.200,0.135,29.465,4.116,25.349,cero
0.217,0.147,32.733,7.887,24.846,cero
0.115,0.080,12.661,-2.052,14.713,cero
0.130,0.091,19.826,4.039,15.787,cero
0.114,0.079,12.743,1.981,10.762,cero
0.170,0.117,25.855,-1.763,27.618,cero
0.099,0.064,17.870,1.979,15.891,cero
0.128,0.087,21.930,-0.659,22.589,cero
0.178,0.127,28.853,5.930,22.923,cero
0.122,0.085,22.354,2.654,19.700,cero
0.123,0.090,8.074,5.369,2.705,cero
0.114,0.078,17.805,1.094,16.711,cero
0.185,0.130,39.754,7.253,32.501,cero
0.142,0.101,22.196,1.091,21.105,cero
0.139,0.096,13.751,0.413,13.338,cero
0.137,0.097,20.535,-1.271,21.807,cero
0.122,0.086,20.567,1.485,19.082,cero
0.133,0.093,10.945,4.918,6.028,cero
0.145,0.098,25.144,1.305,23.839,cero
0.118,0.084,16.276,1.838,14.438,cero
0.191,0.137,7.000,7.345,-0.345,cero
0.116,0.080,11.963,1.720,10.243,cero
0.137,0.097,24.503,2.424,22.079,cero
0.100,0.072,1.568,2.232,-0.664,cero
0.135,0.099,2.700,1.226,1.474,cero
0.130,0.092,12.450,-1.515,13.966,cero
0.221,0.149,36.305,0.426,35.879,cero
0.119,0.080,17.894,1.210,16.684,cero
0.116,0.084,3.105,1.040,2.066,cero
0.252,0.163,32.799,-3.755,36.553,cero
0.106,0.076,12.514,-0.485,12.999,cero
0.128,0.094,3.151,-2.004,5.156,cero
0.121,0.090,3.612,-1.959,5.571,cero
0.236,0.158,32.980,3.447,29.532,cero
0.143,0.101,17.091,-0.054,17.144,cero
0.222,0.149,23.133,-1.089,24.222,cero
0.135,0.097,16.308,2.997,13.312,cero
0.190,0.131,34.894,6.150,28.744,cero
0.208,0.142,38.898,8.681,30.217,cero
0.228,0.152,35.490,-0.990,36.480,cero
0.205,0.142,28.510,4.247,24.263,cero
0.187,0.128,35.764,9.091,26.673,cero
0.131,0.093,21.816,1.479,20.337,cero
0.181,0.125,36.176,3.600,32.576,cero
0.101,0.070,10.463,2.095,8.368,cero
0.165,0.117,30.742,1.355,29.388,cero
0.184,0.127,28.609,4.994,23.615,cero
0.217,0.145,24.755,0.902,23.853,cero
0.152,0.107,26.611,0.646,25.965,cero
0.212,0.144,36.026,3.915,32.111,cero
0.149,0.107,9.642,3.442,6.200,cero
0.148,0.103,26.761,1.679,25.083,cero
0.234,0.155,34.760,-0.263,35.023,cero
0.203,0.137,39.232,4.115,35.116,cero
0.171,0.123,37.298,5.350,31.948,cero
0.137,0.097,20.535,3.902,16.633,cero
0.137,0.097,23.639,1.255,22.384,cero
0.225,0.152,34.843,5.133,29.709,cero
0.184,0.130,23.292,3.809,19.483,cero
0.252,0.165,35.077,-0.749,35.826,cero
0.208,0.143,32.034,-0.568,32.602,cero
0.213,0.147,27.240,0.176,27.064,cero
0.203,0.138,36.306,3.817,32.490,cero
0.265,0.170,40.745,2.101,38.644,cero
0.183,0.125,23.965,-3.678,27.643,cero
0.184,0.128,26.208,6.554,19.655,cero
0.147,0.102,27.897,2.874,25.023,cero
0.205,0.143,17.189,6.968,10.220,cero
0.144,0.103,8.877,1.398,7.480,cero
0.142,0.100,16.771,7.701,9.070,cero
0.237,0.156,35.630,0.043,35.587,cero
0.155,0.112,31.577,1.128,30.449,cero
0.216,0.146,36.011,3.315,32.696,cero
0.299,0.187,44.899,3.745,41.155,cero
0.218,0.149,34.278,2.424,31.854,cero
0.272,0.175,40.163,1.025,39.138,cero
0.167,0.115,27.351,0.225,27.126,cero
0.220,0.148,38.075,2.576,35.500,cero
0.248,0.166,38.811,7.223,31.587,cero
0.105,0.073,5.443,1.228,4.215,cero
0.146,0.105,14.425,1.689,12.736,cero
0.133,0.088,20.029,2.055,17.975,cero
0.199,0.133,33.242,0.792,32.450,cero
0.289,0.181,42.073,2.642,39.431,cero
0.230,0.157,13.734,-5.984,19.717,cero
0.093,0.062,15.792,1.206,14.587,cero
0.204,0.141,34.659,3.130,31.528,cero
0.244,0.159,36.359,1.673,34.686,cero
0.152,0.110,-0.874,6.970,-7.844,cero
0.196,0.133,21.936,-1.790,23.725,cero
0.177,0.126,8.652,-1.314,9.965,cero
0.164,0.112,28.288,1.373,26.916,cero
0.159,0.111,18.088,6.141,11.947,cero
0.143,0.103,7.607,4.349,3.258,cero
0.151,0.105,25.587,-0.212,25.799,cero
0.175,0.122,23.868,3.812,20.056,cero
0.136,0.098,15.779,1.272,14.507,cero
0.134,0.092,26.775,1.127,25.648,cero
0.147,0.101,27.069,2.102,24.967,cero
0.174,0.119,33.646,1.670,31.976,cero
0.224,0.152,22.534,7.551,14.983,cero
0.173,0.119,24.989,-0.621,25.610,cero
0.149,0.105,25.782,1.135,24.646,cero
0.128,0.089,23.217,-0.242,23.459,cero
0.147,0.102,28.805,1.336,27.469,cero
0.233,0.155,30.104,-2.782,32.887,cero
0.129,0.096,2.974,3.979,-1.005,cero
0.183,0.127,27.200,-0.394,27.594,cero
0.185,0.129,31.846,1.393,30.454,cero
0.213,0.144,41.721,7.097,34.625,cero
0.133,0.092,13.951,-0.920,14.871,cero
0.117,0.079,20.149,-0.142,20.291,cero
0.168,0.119,32.427,3.581,28.846,cero
0.133,0.093,27.403,2.843,24.560,cero
0.149,0.104,25.270,4.065,21.205,cero
0.205,0.140,29.391,0.830,28.561,cero
0.208,0.142,40.678,4.748,35.930,cero
0.201,0.145,24.677,-3.440,28.117,cero
0.192,0.133,18.280,-2.801,21.081,cero
0.220,0.150,17.079,0.632,16.447,cero
0.149,0.105,26.400,1.345,25.055,cero
0.184,0.128,16.386,-3.948,20.334,cero
0.178,0.125,24.176,3.000,21.176,cero
0.204,0.141,33.197,1.718,31.479,cero
0.230,0.159,17.452,5.181,12.271,cero
0.175,0.125,17.774,1.009,16.765,cero
0.146,0.112,-0.437,8.898,-9.335,cero
0.272,0.180,32.131,8.923,23.208,cero
0.186,0.122,22.036,-0.779,22.815,cero
0.282,0.179,33.018,7.002,26.016,cero
0.250,0.170,13.607,1.575,12.033,cero
0.298,0.188,33.428,4.529,28.899,cero
0.256,0.175,25.136,3.082,22.054,cero
0.272,0.176,40.984,3.787,37.197,cero
0.275,0.174,41.302,3.053,38.249,cero
0.128,0.093,6.006,3.399,2.607,cero
0.261,0.169,44.031,3.113,40.918,cero
0.205,0.139,37.981,2.732,35.249,cero
0.254,0.165,44.630,3.933,40.697,cero
0.271,0.173,31.654,1.411,30.243,cero
0.229,0.152,43.067,5.998,37.069,cero
0.251,0.164,31.204,-4.759,35.963,cero
0.197,0.137,23.804,-4.135,27.939,cero
0.209,0.146,32.544,-2.353,34.897,cero
0.122,0.087,15.309,2.004,13.305,cero
0.171,0.120,23.660,-1.542,25.202,cero
0.187,0.128,32.921,5.406,27.515,cero
0.173,0.123,33.048,7.337,25.711,cero
0.163,0.114,28.541,4.420,24.121,cero
0.238,0.159,33.027,2.436,30.591,cero
0.152,0.105,13.824,-2.320,16.144,cero
0.191,0.139,22.368,3.887,18.482,cero
0.176,0.121,27.162,-0.207,27.369,cero
0.190,0.127,26.435,-1.000,27.435,cero
0.167,0.121,5.497,5.871,-0.374,cero
0.158,0.114,17.965,1.212,16.752,cero
0.181,0.125,29.656,-3.060,32.716,cero
0.150,0.104,29.478,1.273,28.205,cero
0.208,0.145,21.222,4.559,16.663,cero
0.206,0.142,29.363,0.918,28.445,cero
0.241,0.160,44.290,2.883,41.407,cero
0.125,0.086,26.374,0.529,25.845,cero
0.207,0.139,39.631,5.256,34.374,cero
0.120,0.085,12.822,4.249,8.573,cero
0.186,0.127,20.268,-0.992,21.260,cero
0.205,0.139,39.780,3.599,36.181,cero
0.192,0.130,30.842,-1.301,32.143,cero
0.212,0.143,36.255,4.903,31.352,cero
0.215,0.144,36.173,3.367,32.806,cero
0.163,0.115,26.405,1.141,25.264,cero
0.224,0.151,29.503,5.814,23.688,cero
0.193,0.130,35.537,3.980,31.557,cero
0.144,0.099,22.327,0.696,21.631,cero
0.159,0.111,25.296,1.353,23.943,cero
0.100,0.068,9.321,0.662,8.659,cero
0.160,0.111,30.013,3.386,26.627,cero
0.190,0.131,32.477,0.159,32.318,cero
0.154,0.110,22.042,0.719,21.323,cero
0.219,0.148,42.482,5.231,37.251,cero
0.098,0.069,12.254,2.094,10.160,cero
0.213,0.143,37.971,3.732,34.239,cero
0.260,0.171,34.692,8.758,25.934,cero
0.163,0.116,34.453,5.441,29.012,cero
0.192,0.136,27.447,4.095,23.351,cero
0.133,0.093,22.341,0.238,22.102,cero
0.181,0.124,33.340,2.489,30.850,cero
0.182,0.123,21.509,2.513,18.996,cero
0.174,0.118,30.419,0.482,29.937,cero
0.124,0.085,12.070,0.779,11.290,cero
0.191,0.130,37.386,2.541,34.845,cero
0.144,0.101,22.398,1.373,21.025,cero
0.210,0.137,30.832,6.014,24.819,cero
0.229,0.151,34.578,2.447,32.131,cero
0.179,0.119,27.143,-1.902,29.045,cero
0.137,0.095,19.463,-0.227,19.690,cero
0.174,0.122,36.704,2.102,34.602,cero
0.160,0.113,27.115,5.413,21.702,cero
0.192,0.132,17.196,0.807,16.389,cero
0.174,0.117,30.968,0.197,30.772,cero
0.146,0.101,14.848,3.826,11.022,cero
0.127,0.090,6.470,3.833,2.637,cero
0.197,0.134,31.036,0.702,30.334,cero
0.269,0.176,40.620,2.080,38.540,cero
0.187,0.128,28.465,0.796,27.669,cero
0.155,0.110,26.148,3.784,22.364,cero
0.158,0.106,13.822,3.719,10.104,cero
0.136,0.096,23.837,0.613,23.224,cero
0.200,0.133,27.274,-3.376,30.650,cero
0.139,0.097,12.745,-1.722,14.467,cero
0.101,0.069,13.352,2.955,10.396,cero
0.132,0.100,19.071,-1.853,20.924,cero
0.179,0.124,26.051,5.075,20.976,cero
0.231,0.154,27.665,3.564,24.100,cero
0.171,0.117,15.712,-2.349,18.062,cero
0.162,0.112,26.571,-1.254,27.825,cero
0.165,0.117,34.837,5.333,29.503,cero
0.153,0.107,18.618,-0.991,19.609,cero
0.240,0.160,19.833,7.103,12.731,cero
0.116,0.081,22.256,1.448,20.808,cero
0.153,0.106,23.538,-3.218,26.755,cero
0.203,0.139,30.517,2.466,28.051,cero
0.130,0.092,13.188,1.420,11.768,cero
0.211,0.145,35.085,4.164,30.921,cero
0.122,0.081,15.060,0.254,14.806,cero
0.168,0.115,29.850,3.113,26.738,cero
0.224,0.151,37.794,8.421,29.373,cero
0.186,0.129,24.025,7.381,16.644,cero
0.197,0.138,26.395,3.249,23.147,cero
0.220,0.148,34.471,9.955,24.516,cero
0.220,0.155,34.887,1.145,33.742,cero
0.176,0.121,33.145,3.447,29.698,cero
0.249,0.164,45.205,5.930,39.275,cero
0.111,0.075,19.075,4.512,14.564,cero
0.176,0.122,31.392,1.462,29.930,cero
0.199,0.143,23.529,2.662,20.866,cero
0.129,0.092,16.821,5.656,11.164,cero
0.128,0.101,2.060,3.542,-1.483,cero
0.281,0.177,29.214,7.035,22.180,cero
0.129,0.088,24.268,1.967,22.301,cero
0.168,0.117,13.439,2.562,10.877,cero
0.247,0.160,41.836,7.661,34.175,cero
0.124,0.084,21.122,-0.776,21.898,cero
0.265,0.174,35.940,10.857,25.084,cero
0.174,0.122,21.121,2.392,18.729,cero
0.211,0.145,27.524,3.542,23.982,cero
0.208,0.141,34.212,4.640,29.572,cero
0.251,0.161,31.460,5.728,25.732,cero
0.094,0.064,16.377,0.189,16.188,cero
0.195,0.133,31.247,0.141,31.105,cero
0.164,0.115,33.509,2.904,30.604,cero
0.105,0.071,16.989,4.142,12.846,cero
0.229,0.153,41.877,3.039,38.839,cero
0.166,0.117,35.022,5.321,29.701,cero
0.160,0.117,29.002,2.498,26.504,cero
0.204,0.142,17.400,6.145,11.256,cero
0.133,0.094,24.205,0.174,24.031,cero
0.152,0.106,31.932,5.756,26.175,cero
0.183,0.129,28.535,-1.161,29.697,cero
0.177,0.123,37.783,5.970,31.812,cero
0.185,0.122,22.842,0.319,22.523,cero
0.177,0.122,29.872,3.034,26.838,cero
0.167,0.114,33.816,2.508,31.308,cero
0.178,0.123,36.355,0.481,35.874,cero
0.163,0.115,27.869,0.339,27.530,cero
0.150,0.106,18.466,3.026,15.440,cero
0.196,0.136,39.513,4.332,35.181,cero
0.180,0.124,38.521,6.858,31.663,cero
0.183,0.121,26.727,1.128,25.599,cero
0.124,0.087,15.427,-1.213,16.640,cero
0.252,0.168,47.400,6.738,40.662,cero
0.134,0.092,19.030,-2.698,21.728,cero
0.168,0.121,26.880,1.351,25.530,cero
0.167,0.116,32.776,4.317,28.459,cero
0.188,0.128,22.800,0.801,21.999,cero
0.184,0.127,33.820,2.328,31.491,cero
0.143,0.106,2.008,3.862,-1.854,cero
0.164,0.114,31.170,4.444,26.726,cero
0.252,0.167,26.631,6.098,20.533,cero
0.136,0.093,14.394,-0.587,14.981,cero
0.145,0.096,12.760,0.990,11.771,cero
0.274,0.177,27.029,5.472,21.557,cero
0.174,0.126,26.773,-1.881,28.653,cero
0.137,0.098,22.384,1.618,20.766,cero
0.278,0.178,30.363,9.981,20.383,cero
0.211,0.140,30.260,-0.941,31.200,cero
0.233,0.159,36.757,0.520,36.237,cero
0.191,0.134,20.343,3.165,17.178,cero
0.198,0.135,31.868,0.910,30.958,cero
0.163,0.115,23.004,4.911,18.093,cero
0.212,0.143,34.556,0.307,34.249,cero
0.133,0.096,19.775,2.142,17.633,cero
0.153,0.106,29.055,0.344,28.711,cero
0.185,0.128,38.589,7.221,31.369,cero
0.182,0.128,27.709,2.009,25.700,cero
0.254,0.167,35.956,5.332,30.623,cero
0.224,0.154,35.120,5.393,29.727,cero
0.195,0.133,22.262,-3.798,26.061,cero
0.206,0.144,31.554,8.868,22.686,cero
0.174,0.119,28.782,1.202,27.580,cero
0.188,0.130,27.659,-1.422,29.082,cero
0.151,0.106,2.018,3.509,-1.491,cero
0.340,0.207,29.293,3.516,25.777,cero
0.271,0.176,42.006,5.291,36.715,cero
0.270,0.177,33.953,-0.602,34.555,cero
0.159,0.112,25.429,-1.983,27.412,cero
0.327,0.201,37.190,0.487,36.703,cero
0.158,0.113,12.233,5.669,6.564,cero
0.203,0.142,15.649,3.147,12.502,cero
0.330,0.207,23.102,8.183,14.920,cero
0.130,0.089,23.174,1.324,21.851,cero
0.344,0.209,33.066,11.140,21.926,cero
0.273,0.179,29.205,12.056,17.148,cero
0.258,0.174,33.757,13.127,20.630,cero
0.136,0.095,8.029,0.674,7.355,cero
0.149,0.104,24.393,3.891,20.502,cero
0.338,0.204,34.858,7.232,27.627,cero
0.208,0.142,39.115,2.585,36.530,cero
0.164,0.116,31.049,1.872,29.177,cero
0.178,0.122,25.441,-1.028,26.469,cero
0.203,0.139,36.489,5.797,30.692,cero
0.197,0.135,34.931,0.211,34.720,cero
0.135,0.091,21.405,3.447,17.958,cero
0.132,0.090,26.522,2.238,24.284,cero
0.209,0.149,34.391,1.775,32.616,cero
0.098,0.067,11.396,3.928,7.468,cero
0.132,0.093,12.946,-2.316,15.262,cero
0.162,0.112,32.674,7.690,24.985,cero
0.139,0.097,24.165,2.027,22.138,cero
0.189,0.130,35.939,3.694,32.245,cero
0.218,0.147,33.133,1.176,31.957,cero
0.206,0.147,38.189,2.739,35.449,cero
0.195,0.138,21.642,2.344,19.298,cero
0.200,0.137,33.788,-0.289,34.077,cero
0.191,0.130,36.680,2.110,34.569,cero
0.195,0.136,37.430,2.906,34.524,cero
0.207,0.139,26.367,2.717,23.651,cero
0.214,0.145,37.531,1.958,35.573,cero
0.223,0.149,40.861,0.821,40.040,cero
0.118,0.080,19.805,0.758,19.047,cero
0.202,0.138,28.378,0.813,27.565,cero
0.196,0.139,23.754,3.543,20.211,cero
0.202,0.137,28.596,0.551,28.045,cero
0.175,0.126,20.863,4.475,16.388,cero
0.158,0.111,25.406,0.233,25.173,cero
0.214,0.144,35.145,0.477,34.667,cero
0.181,0.124,30.432,0.795,29.637,cero
0.160,0.112,27.713,-0.136,27.849,cero
0.156,0.109,25.392,1.096,24.296,cero
0.212,0.147,31.907,-2.586,34.493,cero
0.150,0.104,20.115,-0.405,20.520,cero
0.167,0.118,29.274,-0.574,29.848,cero
0.105,0.073,15.194,4.393,10.801,cero
0.164,0.113,15.720,-5.312,21.033,cero
0.167,0.116,20.379,-0.039,20.418,cero
0.191,0.133,25.060,-4.041,29.101,cero
0.174,0.120,16.025,0.679,15.346,cero
0.153,0.107,19.945,-2.101,22.046,cero
0.145,0.100,21.191,-1.388,22.579,cero
0.219,0.147,34.905,1.220,33.685,cero
0.171,0.120,27.714,5.836,21.878,cero
0.186,0.126,28.952,-1.648,30.601,cero
0.198,0.137,35.374,2.504,32.870,cero
0.170,0.121,25.275,7.440,17.836,cero
0.153,0.106,17.418,0.876,16.542,cero
0.194,0.134,38.549,4.676,33.874,cero
0.199,0.137,29.999,3.269,26.730,cero
0.215,0.146,32.978,1.661,31.317,cero
0.202,0.137,34.327,-4.223,38.550,cero
0.141,0.102,11.266,5.738,5.529,cero
0.300,0.188,39.501,5.560,33.941,cero
0.176,0.124,32.922,9.052,23.870,cero
0.194,0.136,35.509,3.896,31.613,cero
0.179,0.122,17.620,-0.672,18.292,cero
0.100,0.069,8.213,1.695,6.517,cero
0.151,0.110,21.501,-2.497,23.998,cero
0.218,0.149,23.539,6.563,16.976,cero
0.173,0.122,6.346,-0.029,6.375,cero
0.200,0.141,31.752,4.375,27.377,cero
0.161,0.113,24.971,-0.593,25.564,cero
0.263,0.172,42.110,1.492,40.618,cero
0.134,0.097,9.284,4.344,4.940,cero
0.126,0.087,20.907,1.062,19.844,cero
0.206,0.143,20.553,3.995,16.558,cero
0.275,0.175,28.139,-0.709,28.847,cero
0.218,0.148,38.479,4.881,33.598,cero
0.179,0.127,24.897,3.495,21.403,cero
0.165,0.114,23.932,1.961,21.970,cero
0.133,0.092,20.401,1.210,19.191,cero
0.196,0.136,32.440,-0.356,32.796,cero
0.241,0.162,22.233,3.786,18.447,cero
0.104,0.077,15.146,1.087,14.060,cero
0.186,0.129,33.738,4.274,29.464,cero
0.216,0.143,28.599,7.037,21.561,cero
0.183,0.125,35.065,6.855,28.210,cero
0.112,0.079,14.275,5.352,8.924,cero
0.191,0.131,30.725,2.111,28.614,cero
0.211,0.143,24.653,-5.554,30.207,cero
0.129,0.096,-0.370,8.173,-8.543,cero
0.142,0.098,24.025,0.726,23.300,cero
0.219,0.147,39.761,2.853,36.908,cero
0.239,0.155,31.095,-3.555,34.650,cero
0.164,0.113,27.264,2.926,24.337,cero
0.181,0.125,30.023,4.725,25.298,cero
0.120,0.086,22.276,6.944,15.332,cero
0.220,0.145,38.390,4.113,34.277,cero
0.168,0.119,35.615,12.328,23.288,cero
0.227,0.149,40.280,0.815,39.465,cero
0.146,0.104,5.766,4.435,1.331,cero
0.192,0.130,18.371,1.487,16.884,cero
0.179,0.123,29.031,-0.808,29.839,cero
0.169,0.121,26.776,2.827,23.949,cero
0.096,0.064,12.410,1.832,10.578,cero
0.177,0.121,22.347,-0.172,22.519,cero
0.185,0.127,36.185,1.796,34.389,cero
0.148,0.107,16.330,6.977,9.354,cero
0.190,0.130,37.178,2.533,34.645,cero
0.152,0.110,15.284,1.902,13.382,cero
0.228,0.155,23.477,5.152,18.325,cero
0.175,0.125,7.151,7.939,-0.787,cero
0.157,0.106,21.437,4.305,17.132,cero
0.179,0.125,24.005,5.272,18.733,cero
0.183,0.125,26.851,3.380,23.471,cero
0.211,0.144,28.501,0.241,28.260,cero
0.172,0.120,33.112,2.556,30.556,cero
0.202,0.139,26.800,6.589,20.212,cero
0.186,0.128,30.972,3.979,26.993,cero
0.165,0.115,29.453,7.904,21.549,cero
0.175,0.122,7.392,5.401,1.991,cero
0.155,0.104,15.420,-3.194,18.614,cero
0.186,0.127,35.673,3.629,32.044,cero
0.116,0.079,11.234,-2.626,13.859,cero
0.169,0.116,25.339,-3.567,28.906,cero
0.136,0.096,16.758,3.072,13.686,cero
0.141,0.097,20.918,-2.230,23.148,cero
0.151,0.107,21.363,-0.663,22.026,cero
0.215,0.147,28.949,7.822,21.127,cero
0.154,0.103,14.363,-0.673,15.036,cero
0.141,0.099,24.968,3.776,21.191,cero
0.186,0.129,19.741,-0.994,20.735,cero
0.198,0.139,30.097,4.659,25.438,cero
0.170,0.118,22.337,-2.665,25.002,cero
0.219,0.148,36.057,5.300,30.758,cero
0.128,0.089,22.815,3.762,19.053,cero
0.115,0.080,15.854,-0.354,16.209,cero
0.182,0.129,23.804,12.159,11.646,cero
0.158,0.109,35.746,4.081,31.665,cero
0.154,0.111,15.117,12.750,2.367,cero
0.205,0.142,17.890,0.026,17.864,cero
0.213,0.147,26.918,14.758,12.160,cero
0.195,0.137,22.643,4.317,18.325,cero
0.149,0.102,23.500,0.788,22.712,cero
0.215,0.149,25.715,9.019,16.696,cero
0.115,0.090,4.713,3.118,1.594,cero
0.206,0.139,34.987,3.576,31.411,cero
0.093,0.064,9.518,0.365,9.153,cero
0.314,0.194,37.314,6.225,31.089,cero
0.209,0.144,27.698,2.910,24.788,cero
0.235,0.155,28.760,-3.392,32.152,cero
0.179,0.127,19.080,4.282,14.797,cero
0.145,0.098,23.993,1.817,22.176,cero
0.190,0.133,26.440,-0.116,26.556,cero
0.125,0.089,12.090,-0.638,12.728,cero
0.171,0.120,19.002,0.921,18.082,cero
0.144,0.102,30.228,2.971,27.258,cero
